URI,Album,Song Name,Popularity,Disc Number,Track Number,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
2CnjDMdpRjlWv04Xk3s6MW,The Tortured Poets Department,Robin,68,1,30,False,0.47600000000000003,0.386,0,-10.600999999999999,1,0.03,0.7909999999999999,0.00042300000000000004,0.1,0.158,138.265,240893,4
07NxDD1iKCHbAldceD7QLP,Reputation,This Is Why We Can't Have Nice Things,68,1,13,False,0.5670000000000001,0.789,5,-5.9860000000000015,1,0.115,0.0156,0.0,0.382,0.4379999999999999,163.96,207133,4
2CYVETnhM9aytqrazYYwrK,Fearless,Mr. Perfectly Fine,68,1,22,False,0.66,0.8170000000000001,11,-6.269,0,0.0521,0.162,0.0,0.0667,0.7140000000000001,135.942,277592,4
4UwqOWDpdeIDVQDuKT6iza,1989,You Are In Love,68,1,15,False,0.537,0.495,9,-9.416,1,0.0573,0.609,2.49e-06,0.1119999999999999,0.4920000000000001,84.948,267389,4
15DeqWWQB4dcEWzJg15VrN,Taylor Swift,Our Song,68,1,11,False,0.6679999999999999,0.672,2,-4.931,1,0.0303,0.111,0.0,0.3289999999999999,0.539,89.01100000000002,201107,4
2ByBBvpR9b7IynvRmnG7kG,1989,Clean,68,1,13,False,0.7709999999999999,0.386,4,-8.917,1,0.0297,0.276,2.01e-05,0.121,0.239,103.96,271000,4
3UMrglJeju5yWyYIW6o99b,Midnights,The Great War,67,1,14,False,0.573,0.741,5,-8.987,1,0.0353,0.2189999999999999,2.23e-05,0.0842,0.5539999999999999,96.016,240356,4
5PxFv9yJEg9dxvbZggykro,Reputation,So It Goes...,67,1,7,False,0.574,0.61,2,-7.282999999999999,1,0.0732,0.122,1.1e-06,0.13,0.374,74.957,227907,4
0wavGRldH0AWyu2zvTz8zb,Midnights,Sweet Nothing,67,1,12,False,0.337,0.156,0,-14.919,1,0.0518,0.9640000000000001,7.72e-05,0.115,0.39,176.655,188497,4
6dTA6y0C2ReQklntzZl8l3,Speak Now,The Story Of Us,67,1,7,False,0.515,0.7809999999999999,4,-2.608,1,0.0535,0.0019199999999999,0.0,0.054000000000000006,0.57,139.846,267653,4
1wtOxkiel43cVs0Yux5Q4h,Midnights,Snow On The Beach (Ft. Lana Del Rey),67,1,4,True,0.6629999999999999,0.319,9,-13.481,1,0.0375,0.69,0.000993,0.1169999999999999,0.193,109.95700000000001,256124,4
64FzgoLZ3oXu2SriZblHic,1989,Bad Blood,67,1,8,False,0.619,0.6859999999999999,7,-6.369,1,0.1639999999999999,0.0385,0.0,0.307,0.364,169.94299999999996,211104,4
59KOoHFcw5XfICnO57holu,Speak Now,Last Kiss,67,1,13,False,0.55,0.366,10,-8.46,1,0.0276,0.447,4.43e-06,0.1009999999999999,0.16,79.40100000000002,369120,3
0y6kdSRCVQhSsHSpWvTUm7,Red,The Last Time (Ft. Gary Lightbody of Snow Patrol),67,1,10,False,0.502,0.534,2,-5.954,1,0.0278,0.0399,0.0,0.0977,0.155,94.05,299080,4
4tMzIAFTFdqGBQLdfbPces,Speak Now,Haunted,67,1,12,False,0.4270000000000001,0.915,5,-1.909,1,0.0619,0.006670000000000001,0.0,0.221,0.355,162.201,245413,4
6pYNq0ZwpPVazKzsqpf0G8,Red,The Very First Night,67,1,29,False,0.6779999999999999,0.733,7,-5.025,1,0.0281,0.00115,0.0,0.10400000000000001,0.581,121.009,200280,4
1zU8j1x3yi9xalMF96pzKp,Speak Now,Dear John,66,1,5,False,0.419,0.47,4,-5.016,1,0.0296,0.0236,0.0,0.163,0.133,119.294,405907,3
30Y4CV7A6YqtQtTTo7Ue4j,Speak Now,Mean,66,1,6,False,0.524,0.6920000000000001,4,-3.866,1,0.0369,0.311,0.0,0.192,0.621,163.87400000000005,238693,4
5xXqyjLicvEpch72qEryFT,Speak Now,Speak Now,66,1,4,False,0.727,0.677,7,-2.8710000000000004,1,0.0325,0.248,0.0,0.14300000000000002,0.639,118.995,242473,4
6T0sEnqjmHISIKwFETeeiP,1989,Suburban Legends,66,1,20,False,0.6990000000000001,0.621,0,-8.738999999999999,1,0.0369,0.198,0.0,0.10400000000000001,0.344,118.04799999999999,171819,4
4s8BIKx4Zh6ryAEz8RTlaU,Speak Now,Foolish One,66,1,21,False,0.6709999999999999,0.588,7,-4.675,1,0.0299,0.617,0.0,0.111,0.5429999999999999,96.965,311765,4
1HCdems7PQZRj42QDWLA0A,Speak Now,Timeless,66,1,22,False,0.624,0.585,3,-5.847,1,0.0328,0.3,0.0,0.0916,0.65,142.88299999999995,321397,4
6GXgd1BPD9bUpqw5AntGV5,1989,All You Had To Do Was Stay,66,1,5,False,0.586,0.72,0,-5.556,1,0.035,0.000718,0.0,0.0949,0.48100000000000004,97.057,193289,4
2gVhfX2Gy1T9kDuS9azrF7,evermore,willow,66,1,1,False,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
05GsNucq8Bngd9fnd4fRa0,Red,Begin Again,66,1,16,False,0.519,0.527,7,-7.672999999999999,1,0.0274,0.075,0.0,0.132,0.267,78.915,238867,4
4pNApnaUWAL2J4KO2eqokq,Red,Come Back...Be Here,66,1,18,False,0.46,0.632,4,-6.0310000000000015,1,0.0302,0.0158,0.0,0.0822,0.3989999999999999,79.846,223333,4
1gcyHQpBQ1lfXGdhZmWrHP,evermore,champagne problems,66,1,2,True,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.31900000000005,244000,4
0aV5uARAknQgYhBaK944FP,Midnights,"Would've, Could've, Should've",66,1,19,False,0.483,0.84,7,-6.507999999999999,1,0.11900000000000001,0.43,0.000575,0.146,0.55,157.97899999999996,260362,4
4OmFmE0fzcMG6g0Y8p4eSD,Red,Better Man,66,1,22,False,0.473,0.579,4,-5.824,1,0.0384,0.214,0.0,0.0877,0.255,73.942,297013,4
0v4z1tuZvn6LGknom9Qx7d,Red,Babe,66,1,24,False,0.584,0.743,4,-7.075,1,0.0931,0.0538,2.83e-06,0.121,0.746,167.84400000000005,224240,4
0eFQWVz0qIxDOvhLpZ40P7,folklore,the lakes,65,1,17,False,0.313,0.258,2,-11.532,1,0.0383,0.8420000000000001,1.3e-06,0.0948,0.268,179.947,211813,4
4ABYxlb92WBIjHu7TIKmml,Speak Now,Castles Crumbling (Ft. Hayley Williams),65,1,20,False,0.5760000000000001,0.57,7,-7.925,1,0.0434,0.36200000000000004,0.0,0.0668,0.3779999999999999,147.803,306062,4
4e3ZNTAV6PCrdYMUrUlMpQ,Speak Now,Electric Touch (Ft. Fall Out Boy),65,1,17,False,0.547,0.855,7,-4.7,1,0.0597,0.0164,0.0,0.14400000000000002,0.282,131.07299999999998,266467,4
1kdWw77ZpYOkhxeuhzU1j6,evermore,it's time to go,65,1,17,False,0.5920000000000001,0.41,0,-12.425999999999998,1,0.0397,0.8009999999999999,1.39e-05,0.09,0.41600000000000004,151.923,254640,4
3S7HNKPakdwNEBFIVTL6dZ,Red,Treacherous,65,1,3,False,0.645,0.593,2,-6.506,1,0.0288,0.0344,0.000127,0.13,0.299,109.984,242720,4
3fO566xJgwxIa3qGCGBvIC,The Tortured Poets Department,Fresh Out The Slammer,65,1,7,False,0.33,0.483,9,-9.394,1,0.0399,0.624,0.0,0.111,0.34,87.115,210789,4
73qMN9bXy7MSPwwGfH3wQr,Red,Sad Beautiful Tragic,65,1,12,False,0.601,0.406,7,-11.827,1,0.0275,0.622,9.19e-05,0.133,0.2319999999999999,130.059,284773,3
2ve0kuaWUCt4Zx8x4bf1MR,1989,Wonderland,65,1,14,False,0.462,0.708,3,-5.971,1,0.0555,0.00933,1.88e-05,0.198,0.337,183.81099999999998,245567,4
43y1WpBdnEy5TR9aZoSQL9,1989,I Wish You Would,65,1,7,False,0.669,0.851,0,-6.526,1,0.0432,0.0035700000000000003,1.04e-05,0.0676,0.541,118.02600000000001,207650,4
5QVVjX0ZItqlVpEuVCM9Yg,1989,This Love,65,1,11,False,0.474,0.511,1,-8.766,0,0.0339,0.299,0.0,0.0673,0.0586,144.02200000000005,250100,4
1msEuwSBneBKpVCZQcFTsU,Fearless,Forever & Always,65,1,11,False,0.598,0.821,10,-4.433,1,0.0447,0.0231,0.0,0.14300000000000002,0.6729999999999999,128.03,225328,4
5YL553x8sHderRBDlm3NM3,Fearless,White Horse,65,1,5,False,0.423,0.517,0,-7.3770000000000024,1,0.0486,0.369,0.0,0.177,0.366,185.262,234516,4
6lCvK2AR2uOKkVFCVlAzzm,evermore,tolerate it,65,1,5,True,0.316,0.361,9,-10.380999999999998,1,0.0488,0.878,2.6700000000000002e-05,0.0797,0.221,74.952,245440,5
0BiqmkasE5FdrChwKfVp8X,Midnights,Bigger Than The Whole Sky,65,1,15,False,0.42200000000000004,0.235,6,-12.379000000000001,1,0.0568,0.826,0.00648,0.115,0.068,165.71,218503,4
2f0GI2ZLUtbGqFx8t2Gk6A,1989,I Know Places,64,1,12,False,0.575,0.8029999999999999,0,-5.393,1,0.0465,0.087,0.0,0.0971,0.68,160.039,195700,4
75W3SngKzTuoQ94uLf3y82,1989,How You Get The Girl,64,1,10,False,0.754,0.682,5,-5.789,1,0.0565,0.00209,9.88e-06,0.0941,0.547,120.027,247533,4
0heeNYlwOGuUSe7TgUD27B,Midnights,Question...?,64,1,7,True,0.7509999999999999,0.502,7,-8.763,1,0.1669999999999999,0.2,0.0,0.29600000000000004,0.106,108.943,210557,4
0zo975x58DlXbZllWvfYhg,Speak Now,When Emma Falls in Love,64,1,18,False,0.474,0.763,2,-4.632,1,0.0505,0.159,0.0,0.138,0.231,78.133,252386,4
4IQkfUsrwXol38VV3U7t7T,Red,Run (Ft. Ed Sheeran),64,1,28,False,0.61,0.488,3,-6.9179999999999975,1,0.0293,0.8170000000000001,0.0,0.312,0.4429999999999999,125.039,240227,4
6MWoRt97mnSTXZhu3ggi9C,folklore,hoax,64,1,16,False,0.662,0.18100000000000002,8,-15.065,1,0.0415,0.966,3.86e-06,0.133,0.429,118.819,220043,4
2nqio0SfWg6gh2eCtfuMa5,Fearless,Fifteen,64,1,2,False,0.5589999999999999,0.6459999999999999,7,-4.61,1,0.0272,0.1159999999999999,0.0,0.32,0.289,95.46600000000001,294419,4
7MbT4I8qGntX4fMdqMQgke,folklore,peace,64,1,15,True,0.647,0.272,5,-12.905999999999999,1,0.0916,0.9179999999999999,1.73e-05,0.0918,0.3389999999999999,150.04399999999995,234000,4
6Wlq9rqkxrqj5Kls4Kw14H,evermore,evermore (Ft. Bon Iver),64,1,15,False,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,304107,5
2QDyYdZyhlP2fp79KZX8Bi,folklore,mad woman,64,1,12,True,0.5920000000000001,0.6990000000000001,3,-8.995,1,0.0471,0.655,1.6800000000000002e-05,0.114,0.506,141.916,237258,4
4AYtqFyFbX0Xkc2wtcygTr,Lover,Soon You'll Get Better (Ft. The Chicks),64,1,12,False,0.433,0.182,0,-12.565999999999999,1,0.0641,0.907,0.0,0.12300000000000001,0.42100000000000004,207.476,201587,4
6sQckd3Z8NPxVVKUnavY1F,evermore,'tis the damn season,64,1,4,False,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,229840,4
6lzc0Al0zfZOIFsFvBS1ki,Red,State Of Grace,64,1,1,False,0.594,0.713,9,-5.314,1,0.0503,0.000328,0.0,0.114,0.3279999999999999,129.958,295413,4
3yNJkriPzWjkkDAWHIAVUq,Speak Now,Ours,63,1,15,False,0.535,0.488,0,-8.261000000000001,1,0.0278,0.449,0.0,0.111,0.348,159.813,235803,4
2EFZ9emtKWEglWUQGEQ3P9,Speak Now,Never Grow Up,63,1,8,False,0.685,0.3229999999999999,2,-7.103,1,0.0289,0.851,0.0,0.198,0.569,125.05799999999999,292920,4
2r9CbjYgFhtAmcFv1cSquB,Red,I Almost Do,63,1,7,False,0.511,0.5589999999999999,4,-6.5870000000000015,1,0.0264,0.0167,0.0,0.113,0.248,145.88,244587,4
1SmiQ65iSAbPto6gPFlBYm,Lover,It's Nice To Have A Friend,63,1,17,False,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,150440,4
6uwfVkaOM1mcMkFmSn35ix,evermore,"no body, no crime (Ft. HAIM)",63,1,6,False,0.546,0.613,7,-7.588999999999999,0,0.0264,0.418,0.0,0.10300000000000001,0.535,79.015,215627,4
550erGcdD9n6PnwxrvYqZT,Fearless,Hey Stephen,63,1,4,False,0.7879999999999999,0.5710000000000001,6,-6.135,1,0.0296,0.106,0.0,0.0934,0.797,115.99,254255,4
2awNGIJHodfLZSClB3PYhz,evermore,coney island (Ft. The National),63,1,9,False,0.537,0.537,8,-11.265999999999998,1,0.0617,0.8190000000000001,0.000904,0.142,0.292,107.895,275320,4
7712gjoih4QoDbXpljEk21,Midnights,Paris,63,1,16,False,0.7,0.509,7,-10.547,1,0.0789,0.1119999999999999,3.27e-05,0.1369999999999999,0.345,110.947,196259,4
3Dby3p1m6IOZn2gIIqECgK,evermore,gold rush,63,1,3,True,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,185320,4
32mVHdy0bi1XKgr0ajsBlG,Taylor Swift,Picture To Burn,63,1,2,False,0.6579999999999999,0.877,7,-2.0980000000000003,1,0.0323,0.17300000000000001,0.0,0.0962,0.821,105.586,173067,4
43Ykum9T72UOPhBN31grpN,evermore,ivy,63,1,10,True,0.515,0.545,2,-9.277000000000001,1,0.0353,0.855,1.9699999999999998e-05,0.0921,0.535,88.85600000000002,260440,4
52OkpDsU6MmPx1AwGOb6Ap,evermore,cowboy like me,63,1,11,True,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.12300000000000001,0.511,127.96700000000001,275040,4
7J4b3LVCIGO4CMBDFLPoP6,Red,Holy Ground,63,1,11,False,0.622,0.809,9,-5.6229999999999976,1,0.0638,0.0288,0.00218,0.109,0.511,156.894,202960,4
5VYWxXUpxuxEmCqMLDqICo,evermore,long story short,62,1,12,False,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,215920,4
1UlhrRvYzbHEyugEDspXUB,The Tortured Poets Department,Clara Bow,62,1,16,False,0.6859999999999999,0.318,7,-11.046,1,0.0263,0.636,0.00144,0.106,0.214,104.088,216662,4
2h3MDMf8sd9s4XIzpTBIjX,The Tortured Poets Department,I Can Fix Him (No Really I Can),62,1,11,False,0.6609999999999999,0.257,6,-13.960999999999999,0,0.045,0.768,1.72e-06,0.17600000000000002,0.318,106.896,156298,4
5kiZGSxgqPdv6rbqL9THdd,Midnights,High Infidelity,62,1,17,False,0.6459999999999999,0.529,10,-10.179,1,0.0864,0.723,0.0,0.0885,0.755,87.86200000000002,231475,4
55Vf4bimc1Rtfg0PAQRAo2,evermore,happiness,62,1,7,True,0.5589999999999999,0.3339999999999999,11,-10.732999999999999,1,0.0376,0.87,0.0,0.114,0.21100000000000002,122.079,315147,4
3QF5RsWzK1lCvf2o2cY65P,Midnights,Dear Reader,62,1,20,False,0.562,0.3879999999999999,0,-12.088,1,0.0705,0.48100000000000004,0.00145,0.1169999999999999,0.159,107.74700000000001,225194,4
5uICWmZTLkpEVbK22PBP6e,evermore,marjorie,62,1,13,False,0.535,0.561,5,-11.609000000000002,1,0.0484,0.8759999999999999,0.000136,0.115,0.287,96.103,257773,4
08fa9LFcFBTcilB3iq2e2A,folklore,epiphany,62,1,13,False,0.354,0.267,1,-13.69,1,0.0281,0.731,0.0004019999999999,0.0858,0.113,94.219,289749,4
0NRHj8hDwwmSPaA41o379r,Red,The Moment I Knew,62,1,17,False,0.636,0.402,7,-7.855,1,0.031,0.0494,0.0,0.107,0.20800000000000002,125.95200000000001,285280,4
6iiAfo4wTA2CVC3Uwx9uh8,Fearless,You're Not Sorry,62,1,9,False,0.506,0.444,6,-4.99,1,0.0285,0.0538,0.0,0.12300000000000001,0.24100000000000002,133.873,261843,4
7eQj6r5PIdYKEIZjucBMcq,Red,Stay Stay Stay,62,1,9,False,0.693,0.6809999999999999,0,-7.039,1,0.025,0.0848,0.0,0.0768,0.6629999999999999,100.02,205787,4
4e5ayHsOLJNLTGfjau2mEw,Red,The Lucky One,62,1,13,False,0.6859999999999999,0.5710000000000001,4,-7.138,1,0.05,0.066,0.0,0.0608,0.5379999999999999,117.889,240467,4
3oGVx9RBmiYGv5ZCecWLkx,Red,Forever Winter,62,1,27,False,0.611,0.552,7,-5.8279999999999985,1,0.031,0.256,0.0,0.134,0.41,116.012,263533,4
0DMVrlMUn01M0IcpDbwgu7,Red,Girl At Home,61,1,19,False,0.691,0.736,5,-6.974,1,0.0326,0.00955,1.88e-05,0.1009999999999999,0.612,125.089,220520,4
7eResoqEJJAVTkQYSqvO3P,Fearless,That's When (Ft. Keith Urban),61,1,24,False,0.588,0.608,5,-7.062,1,0.0365,0.225,0.0,0.092,0.508,90.20100000000001,189496,4
1cSFlSBdpT4F5vb1frQ231,Fearless,The Other Side Of The Door,61,1,19,False,0.4320000000000001,0.873,4,-4.367,1,0.0577,0.0279,0.0,0.1669999999999999,0.629,163.93599999999995,238444,4
7A2cNLRT0YJc1yjxHlKihs,Red,Starlight,61,1,15,False,0.628,0.685,4,-5.864,1,0.0358,0.00324,0.0,0.18,0.605,126.014,220413,4
0tQ9vBYpldCuikPsbgOVKA,Fearless,Untouchable,61,1,15,False,0.3929999999999999,0.531,5,-6.112,1,0.0329,0.0181,0.0,0.1689999999999999,0.2239999999999999,200.391,312107,4
4uuEGH5SVuzkkSFjo2DEiY,Fearless,Don't You,61,25,69,False,0.563,0.473,3,-11.548,1,0.0503,0.514,1.2e-05,0.109,0.405,101.934,208609,4
6wAFvJPpTZVirBKGZ4EnMW,Midnights,Glitch,61,1,18,False,0.675,0.466,11,-9.738,0,0.201,0.361,0.0,0.11,0.34700000000000003,140.864,148781,4
66tOfHVH3aUrscg8vExRV4,evermore,dorothea,61,1,8,False,0.605,0.488,4,-8.322000000000001,1,0.0264,0.696,0.0,0.129,0.354,119.96600000000001,225880,4
12nBPF4Rh4XLFJV0YLN7uj,Speak Now,Innocent,61,1,11,False,0.522,0.598,1,-5.327000000000001,0,0.0284,0.1009999999999999,0.0,0.152,0.149,133.627,301222,4
7HC7R2D8WjXVcUHJyEGjRs,Fearless,Breathe (Ft. Colbie Caillat),60,1,7,False,0.506,0.626,1,-6.066,1,0.0287,0.156,0.0,0.228,0.321,148.035,263377,4
0Om9WAB5RS09L80DyOfTNa,Taylor Swift,Tim McGraw,60,1,1,False,0.58,0.491,0,-6.4620000000000015,1,0.0251,0.575,0.0,0.121,0.425,76.009,232107,4
2m3ObD945KvpE5y9A1eUWm,Fearless,Jump Then Fall,60,1,14,False,0.5720000000000001,0.69,2,-6.2010000000000005,1,0.0358,0.0474,0.0,0.0897,0.624,160.111,237580,4
7zMcNqs55Mxer82bvZFkpg,Taylor Swift,Teardrops On My Guitar,60,1,3,False,0.621,0.41700000000000004,10,-6.941,1,0.0231,0.28800000000000003,0.0,0.11900000000000001,0.289,99.95299999999999,203040,4
4evLyY5Ue1Wesc61t2KXAU,Speak Now,Superman,59,1,16,False,0.5329999999999999,0.742,7,-3.4730000000000003,1,0.0303,0.0031,0.0,0.10800000000000001,0.35600000000000004,131.93,274945,4
6ON9UuIq49xXY9GPmHIYRp,Fearless,The Best Day,59,1,12,False,0.642,0.5760000000000001,1,-8.524,1,0.0282,0.488,0.0,0.159,0.469,125.0,245290,4
34V9RiEPe8MNdU32qJsJa1,Fearless,We Were Happy,59,1,23,False,0.609,0.373,0,-8.818999999999997,1,0.0263,0.8490000000000001,0.0,0.0779,0.13,106.007,244237,4
2JoJrsEV15OzbijS47lids,Fearless,Today Was A Fairytale,59,1,20,False,0.48200000000000004,0.779,7,-5.025,1,0.0409,0.0135,0.0,0.29600000000000004,0.3279999999999999,158.162,241822,4
0k0vFacOHNuArLWMiH60p7,Fearless,Tell Me Why,59,1,8,False,0.578,0.909,7,-3.6689999999999996,1,0.0628,0.0222,0.0,0.3329999999999999,0.541,100.023,200576,4
4qUijfYU8EoIWiY6oSyrgT,Fearless,Bye Bye Baby,59,1,26,False,0.624,0.624,5,-7.86,1,0.0539,0.3339999999999999,0.0,0.0995,0.527,80.132,242158,4
16MVSD0mGI4RMQT83Qzm69,Taylor Swift,Should've Said No,59,1,9,False,0.47600000000000003,0.777,4,-3.7710000000000004,0,0.0289,0.0103,0.0,0.196,0.47200000000000003,167.96400000000003,242200,4
6a8aUhYbaQBUI8PcJ5ZmQ6,evermore,closure,59,1,14,False,0.6890000000000001,0.7040000000000001,9,-10.812999999999999,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,180653,5
3ExweHKZF9B752DPQByRVT,Fearless,Change,58,1,13,False,0.499,0.815,5,-4.063,1,0.0341,0.0001909999999999,0.0,0.18100000000000002,0.344,95.999,279360,4
4CHpVfAhuxNJ3ibExe6kxO,Fearless,You All Over Me (Ft. Maren Morris),57,1,21,False,0.599,0.494,2,-7.61,1,0.0372,0.816,0.0,0.1009999999999999,0.44,142.893,220839,4
1n2wszmJyVkw6FHqyLnQsY,Fearless,Come In With The Rain,57,1,17,False,0.47600000000000003,0.564,2,-5.6770000000000005,1,0.0269,0.0406,0.0,0.102,0.1669999999999999,143.929,237339,4
7nWui6jiMM2m9qFmET1Mtj,Red,Ronan,57,1,21,False,0.623,0.2789999999999999,0,-10.802,1,0.031,0.6609999999999999,0.0,0.193,0.38,116.04,264253,4
51A8eKvvZz9uydvIZ7xRSV,Fearless,Superstar,56,1,18,False,0.4539999999999999,0.555,2,-6.69,1,0.0283,0.157,0.0,0.3429999999999999,0.171,171.862,263865,4
0JIdBrXGSJXS72zjF9ss9u,Taylor Swift,I'm Only Me When I'm With You,53,1,12,False,0.563,0.934,8,-3.6289999999999996,1,0.0646,0.004520000000000001,0.000807,0.10300000000000001,0.518,143.964,213053,4
2QrQCMel6v2JiLxqrg4p2O,Taylor Swift,Mary's Song (Oh My My My),53,1,10,False,0.4029999999999999,0.627,2,-5.28,1,0.0292,0.0177,0.0,0.182,0.374,74.9,213080,4
7an1exwMnfYRcdVQm0yDev,Taylor Swift,Cold As You,51,1,5,False,0.418,0.48200000000000004,5,-5.769,1,0.0266,0.217,0.0,0.12300000000000001,0.261,175.558,239013,4
73OX8GdpOeGzKC6OvGSbsv,Taylor Swift,A Place In This World,51,1,4,False,0.5760000000000001,0.777,9,-2.8810000000000002,1,0.0324,0.051,0.0,0.32,0.428,115.02799999999999,199200,4
2ZoOmCSgj0ypVAmGd1ve4y,Taylor Swift,Stay Beautiful,50,1,8,False,0.594,0.629,8,-4.919,1,0.0246,0.0868,0.0,0.1369999999999999,0.504,131.597,236053,4
6K0CJLVXqbGMeJSmJ4ENKK,Taylor Swift,Tied Together With A Smile,50,1,7,False,0.479,0.578,2,-4.963,1,0.0294,0.525,0.0,0.0841,0.192,146.165,248107,4
2QA3IixpRcKyOdG7XDzRgv,Taylor Swift,The Outside,49,1,6,False,0.589,0.805,5,-4.055,1,0.0293,0.00491,0.0,0.24,0.591,112.98200000000001,207107,4
5OOd01o2YS1QFwdpVLds3r,Taylor Swift,Invisible,49,1,13,False,0.612,0.3939999999999999,7,-5.723,1,0.0243,0.637,0.0,0.147,0.233,96.001,203227,4
1spLfUJxtyVyiKKTegQ2r4,Taylor Swift,A Perfectly Good Heart,48,1,14,False,0.483,0.7509999999999999,4,-5.726,1,0.0365,0.00349,0.0,0.128,0.268,156.092,220147,4
